"table","totalRecords","column","displayName","type","isCustom","nonNull","nullCount","nullPct","isSuspect","tags"
"crdfd_customer","18109","wcg_segmentation_id","Segmentation","Lookup","True","0","18109","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_customer","18109","wcg_segmentation_idname","wcg_segmentation_idname","String","True","0","18109","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_customer","18109","cr1bb_masothuehokinhdoanh","Mã số thuế hộ kinh doanh","String","True","23","18086","99.9","False","🔴 high-null"
"crdfd_customer","18109","cr3b9_nguoi_xacminh_toado","[Old] Người xác minh tọa độ","Lookup","True","116","17993","99.4","False","🔴 high-null"
"crdfd_customer","18109","crdfd_tindung","Tín dụng","Picklist","True","108","18001","99.4","False","🔴 high-null"
"crdfd_customer","18109","cr1bb_hanmuccongnotran","Hạn mức công nợ trần","Integer","True","150","17959","99.2","False","🔴 high-null"
"crdfd_customer","18109","cr1bb_userngunggiaodich","User ngừng giao dịch","Picklist","True","188","17921","99","False","🔴 high-null"
"crdfd_customer","18109","crdfd_phone2","Điện thoại 2","String","True","222","17887","98.8","False","🔴 high-null"
"crdfd_customer","18109","cr44a_emailnguoinhanhoaon","Email người nhận hoá đơn","String","True","611","17498","96.6","False","🔴 high-null"
"crdfd_customer","18109","crdfd_misa_code","Misa_code","String","True","690","17419","96.2","False","🔴 high-null"
"crdfd_customer","18109","crdfd_avatarurl","Avatar url","String","True","735","17374","95.9","False","🔴 high-null"
"crdfd_customer","18109","cr1bb_hancongnonen","Hạn công nợ nền","DateTime","True","950","17159","94.8","False","🔴 high-null"
"crdfd_customer","18109","wcg_customer_code","Customer code","String","True","1142","16967","93.7","True","🔴 high-null; ⚠️ suspect-name"
"crdfd_customer","18109","crdfd_danhxunglienhe","Danh xưng liên hệ","Picklist","True","1259","16850","93","False","🔴 high-null"
"crdfd_customer","18109","crdfd_sodh_60ngay","[Old] Số DH (60 ngày)","Decimal","True","1304","16805","92.8","False","🔴 high-null"
"crdfd_customer","18109","crdfd_ngaydukientham","Ngày dự kiến thăm","DateTime","True","1460","16649","91.9","False","🔴 high-null"
"crdfd_customer","18109","crdfd_misa_name","Tên pháp lý","String","True","1580","16529","91.3","False","🔴 high-null"
"crdfd_customer","18109","crdfd_ghichu","Ghi chú","String","True","1792","16317","90.1","False","🔴 high-null"
"crdfd_customer","18109","cr1bb_hethongngunggiaodich","Hệ thống ngừng giao dịch","Picklist","True","2060","16049","88.6","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_ngunggiaodich","Ngừng giao dịch","Picklist","True","2151","15958","88.1","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_songayuocno","Số ngày được nợ","Integer","True","2194","15915","87.9","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_trangthaizalo","Trạng thái Zalo","String","True","2304","15805","87.3","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_followoa","[Old] Follow OA","String","True","2441","15668","86.5","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_iemhcuakh","Điểm HĐ của KH","Decimal","True","2517","15592","86.1","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_customer","18109","cr1bb_idmoi","ID mới","String","True","2562","15547","85.9","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_location_temp","[Old] location_temp","String","True","2825","15284","84.4","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_customer","18109","crdfd_oaid","OA ID","String","True","2958","15151","83.7","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_donvivanchuyen","Đơn vị vận chuyển","String","True","3270","14839","81.9","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_congnocu","Công nợ cũ","Decimal","True","3322","14787","81.7","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_customer","18109","crdfd_nguoixacnhankhct","Người xác nhận KHCT","String","True","3306","14803","81.7","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_nhaxe","Nhà xe LK","Lookup","True","3349","14760","81.5","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_promotionjsontennhomsp","Promotion json tên nhóm SP","Memo","True","3506","14603","80.6","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_json_phan_hang_chu_ky_hien_tai","Json phân hạng (chu kỳ hiện tại)","String","True","3635","14474","79.9","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_json_phan_hang_chu_ky_truoc","Json phân hạng (chu kỳ trước)","String","True","3635","14474","79.9","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_wecare_rewards","Wecare Rewards","String","True","3636","14473","79.9","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_toao","[Old] Tọa độ","String","True","3685","14424","79.7","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_sptiemnangaconfirm","[Old] SP tiềm năng (đã confirm)","Memo","True","3938","14171","78.3","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_chkd_da_khoi_tao","[Old] CHKD đã khởi tạo","Decimal","True","4237","13872","76.6","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_hanmuccongnonen","Hạn mức công nợ nền","Integer","True","4343","13766","76","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_groupzalo","Group zalo","String","True","4749","13360","73.8","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_sotiencongno","Số tiền công nợ","Integer","True","5159","12950","71.5","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_last_order_date","Last_order_date","DateTime","True","5464","12645","69.8","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_promotionjson","Promotion json mã nhóm SP","Memo","True","5490","12619","69.7","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_phuongthucthanhtoan","Phương thức thanh toán","Picklist","True","5726","12383","68.4","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_congnoquahan","Công nợ quá hạn","Decimal","True","5847","12262","67.7","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_congnoxau","Công nợ xấu","Decimal","True","5847","12262","67.7","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_lich_su_cskh","Lịch sử CSKH (6 tháng)","Memo","True","6081","12028","66.4","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_actinh","[Old] Đặc tính","Picklist","True","6298","11811","65.2","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_ngay_sinh","Ngày sinh","DateTime","True","6346","11763","65","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_contact","Người liên hệ","String","True","6413","11696","64.6","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_nganhchuluc","Ngành chủ lực","Picklist","True","6427","11682","64.5","False","🟡 mid-null"
"crdfd_customer","18109","cr1bb_congnongaytruoc","Công nợ ngày trước","Decimal","True","7034","11075","61.2","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_mst","MST","String","True","8930","9179","50.7","False","🟡 mid-null"
"crdfd_customer","18109","crdfd_toaoxacminh","Tọa độ xác minh","String","True","12409","5700","31.5","False",""
"crdfd_customer","18109","cr1bb_ngaytham_gannhat","Ngày thăm gần nhất","DateTime","True","12916","5193","28.7","False",""
"crdfd_customer","18109","cr1bb_thongtinchungbanau","Thông tin chung ban đầu","String","True","13750","4359","24.1","False",""
"crdfd_customer","18109","cr1bb_motanguoiaidien","Mô tả người đại diện","String","True","14520","3589","19.8","False",""
"crdfd_customer","18109","cr1bb_tiemnangbanau","Tiềm năng ban đầu","Picklist","True","14956","3153","17.4","False",""
"crdfd_customer","18109","cr1bb_congnotran","Công nợ trần","Boolean","True","15559","2550","14.1","False",""
"crdfd_customer","18109","crdfd_xacnhanthanhtoanonline","Xác nhận thanh toán online_","Boolean","True","15631","2478","13.7","False",""
"crdfd_customer","18109","crdfd_xacnhanvitrigiaohang","Xác nhận vị trí giao hàng","Boolean","True","15630","2479","13.7","False",""
"crdfd_customer","18109","crdfd_quanhuyen","Quận huyện","Lookup","True","15725","2384","13.2","False",""
"crdfd_customer","18109","wc001_vitrikho","Vị trí kho","Lookup","True","15874","2235","12.3","False",""
"crdfd_customer","18109","crdfd_tier"," Tier","String","True","16030","2079","11.5","False",""
"crdfd_customer","18109","cr1bb_supervisor","Supervisor","Lookup","True","16116","1993","11","False",""
"crdfd_customer","18109","crdfd_incongno","In công nợ","Boolean","True","16202","1907","10.5","False",""
"crdfd_customer","18109","crdfd_trangthaikh_tangtruong","Trạng thái KH_Tăng trưởng","Picklist","True","16232","1877","10.4","False",""
"crdfd_customer","18109","crdfd_tamngungkhuyenmai","Tạm ngừng khuyến mãi","Boolean","True","16301","1808","10","False",""
"crdfd_customer","18109","cr1bb_nhanviencongno","Nhân viên công nợ","Lookup","True","16591","1518","8.4","False",""
"crdfd_customer","18109","crdfd_tinhthanh","Tỉnh thành","Lookup","True","16655","1454","8","False",""
"crdfd_customer","18109","crdfd_summarycustomer","Summary","Memo","True","16782","1327","7.3","True","⚠️ suspect-name"
"crdfd_customer","18109","crdfd_promotionnspmoi","Promotion NSP mới","Memo","True","16874","1235","6.8","False",""
"crdfd_customer","18109","crdfd_tenthuongmai","Tên thương mại","Lookup","True","17154","955","5.3","False",""
"crdfd_customer","18109","cr44a_st","Điện thoại","String","True","17203","906","5","False",""
"crdfd_customer","18109","crdfd_trangthaikh_lienketcal","Trạng thái KH_Liên kết cal","String","True","17242","867","4.8","False",""
"crdfd_customer","18109","wc001_trangthaikh_lienket","Trạng thái KH_Liên kết","Picklist","True","17242","867","4.8","False",""
"crdfd_customer","18109","wc001_trangthaikh_tindung","Trạng thái KH_Tín dụng","Picklist","True","17244","865","4.8","False",""
"crdfd_customer","18109","cr1bb_loaicuahangtext","Loại cửa hàng text","String","True","17348","761","4.2","True","⚠️ suspect-name"
"crdfd_customer","18109","cr1bb_loaicuahang","Loại cửa hàng","Picklist","True","17411","698","3.9","True","⚠️ suspect-name"
"crdfd_customer","18109","cr1bb_idomi","ID Omi","String","True","17412","697","3.8","False",""
"crdfd_customer","18109","wc001_trangthaikh_tiemnang","Trạng thái KH_Tiềm năng","Picklist","True","17555","554","3.1","False",""
"crdfd_customer","18109","cr1bb_ieukhoanthanhtoan","Điều khoản thanh toán","Picklist","True","17670","439","2.4","False",""
"crdfd_customer","18109","crdfd_address","Địa chỉ","String","True","17668","441","2.4","False",""
"crdfd_customer","18109","crdfd_ieukhoanthanhtoan","Điều khoản thanh toán text","String","True","17670","439","2.4","False",""
"crdfd_customer","18109","crdfd_trangthaicskh","Trạng thái CSKH","Picklist","True","17666","443","2.4","False",""
"crdfd_customer","18109","cr1bb_congnonen","Công nợ nền","Boolean","True","17712","397","2.2","False",""
"crdfd_customer","18109","crdfd_capkh","[Old] Cấp KH","Picklist","True","17721","388","2.1","False",""
"crdfd_customer","18109","crdfd_capkhtext","[Old] Cấp KH text","String","True","17721","388","2.1","False",""
"crdfd_customer","18109","crdfd_salename","Sale name","Lookup","True","17849","260","1.4","False",""
"crdfd_customer","18109","crdfd_nganhnghe","Ngành nghề chi tiết","Picklist","True","17887","222","1.2","False",""
"crdfd_customer","18109","crdfd_name","Customer name","String","True","18043","66","0.4","False",""
"crdfd_customer","18109","cr1bb_manhanviencongno","Mã nhân viên công nợ","String","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_manv","Mã NV","String","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_nganhnghemoi","Ngành nghề","Picklist","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_nhanviencongnotext","Nhân viên công nợ(text)","String","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_nhanviensaletext","Nhân viên sale (text)","String","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_oamessege","OA messege","Boolean","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_soonhang","Số đơn hàng","Integer","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_soonhang_date","Số đơn hàng (Last Updated On)","DateTime","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_soonhang_state","Số đơn hàng (State)","Integer","True","18109","0","0","False",""
"crdfd_customer","18109","cr1bb_tinhthanh","Tỉnh/thành CAL","String","True","18109","0","0","False",""
"crdfd_customer","18109","cr44a_makhachhang","Mã khách hàng","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_keyquanhuyen","Key quận huyện","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_lienhezalo","Liên hệ Zalo","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_loaioituong","Loại đối tượng","Picklist","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_local","local user","Lookup","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_localtext","Local ","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_nganhnghetext","Ngành nghề text","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_nha_xe","Nhà xe","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_quanhuyencal","Quận huyện CAL","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_salemail","Sale - mail","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_saleonline","Sale online","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_supervisormail","Supervisor - mail","String","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_trangthaikh","Trạng thái KH","Picklist","True","18109","0","0","False",""
"crdfd_customer","18109","crdfd_trangthaikhtext","Trạng thái KH text","String","True","18109","0","0","False",""
"crdfd_supplier","2163","cr1bb_acc_employeename","cr1bb_acc_employeename","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","cr1bb_chinhsachcongnoname","cr1bb_chinhsachcongnoname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","cr1bb_jsonsummaryncc","JSON Summary NCC","Memo","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","cr1bb_picinternationalsuppliername","cr1bb_picinternationalsuppliername","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","cr1bb_tnphpl","Tn php l","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_acthugiaohang","Đặc thù giao hàng","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_cacvanehayecap","Các vấn đề hay đề cập","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_chanhxevanchuyenname","crdfd_chanhxevanchuyenname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_checkfile","Check file","String","True","0","2163","100","True","🔴 high-null; ⚠️ suspect-name; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_diachiphaply","Địa chỉ pháp lý","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_ggmapurl","GG Map URL","String","True","1","2162","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_hopdongnguyentac","Hợp đồng nguyên tắc","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_khananggianno","Khả năng giãn nợ","Picklist","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_locationname","crdfd_locationname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_nguoitaoname","crdfd_nguoitaoname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_nhanvienphutrachnangcapname","crdfd_nhanvienphutrachnangcapname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_rejectednote","Rejected note","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_sanphamchinh","Sản phẩm chính","Lookup","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_sanphamchinhname","crdfd_sanphamchinhname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_sourcingchanelname","crdfd_sourcingchanelname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_sourcingpeoplename","crdfd_sourcingpeoplename","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_supplierregionname","crdfd_supplierregionname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_tenthuongmainame","crdfd_tenthuongmainame","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_test","test","String","True","0","2163","100","True","🔴 high-null; ⚠️ suspect-name; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_tinh_thanhname","crdfd_tinh_thanhname","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_warehousename","crdfd_warehousename","String","True","0","2163","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_supplier","2163","crdfd_angkykinhdoanh_name","crdfd_angkykinhdoanh_name","String","True","3","2160","99.9","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_ketquabaogiabanau","Kết quả báo giá ban đầu","String","True","3","2160","99.9","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_toao","Tọa độ","String","True","2","2161","99.9","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_mucdobaophukhachhangdoithu","Mức độ bao phủ khách hàng (Đối thủ)","Memo","True","5","2158","99.8","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_websitencc","Website NCC","String","True","7","2156","99.7","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_picinternationalsupplier","PIC - International Supplier","Lookup","True","10","2153","99.5","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_oaid","OA ID","String","True","13","2150","99.4","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_password","Password","String","True","12","2151","99.4","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_tinhcach","Tính cách","String","True","13","2150","99.4","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_lichsutenphaply","Lịch sử tên pháp lý","Memo","True","19","2144","99.1","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_khachhangtieubieu","Khách hàng tiêu biểu","String","True","20","2143","99.1","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_namthanhlap","Năm thành lập","String","True","19","2144","99.1","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_idmoi","ID mới","String","True","21","2142","99","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_motachungdoithu","Mô tả chung (đối thủ)","Memo","True","22","2141","99","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_loaivip","Loại VIP","Picklist","True","32","2131","98.5","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_quymo","Quy mô","String","True","35","2128","98.4","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_ngayuutien","Ngày ưu tiên","DateTime","True","43","2120","98","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_nguoitao","Người tạo","Lookup","True","46","2117","97.9","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_ngayhieuluctenphaply","Ngày hiệu lực tên pháp lý","DateTime","True","50","2113","97.7","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_congno","Công nợ","Decimal","True","54","2109","97.5","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_email","Email","String","True","54","2109","97.5","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_notes","Notes","String","True","70","2093","96.8","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_phanloai","Phân loại","Picklist","True","92","2071","95.7","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_hinhanh_timestamp","crdfd_hinhanh_timestamp","BigInt","True","94","2069","95.7","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_hinhanh_url","crdfd_hinhanh_url","String","True","94","2069","95.7","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_hinhanhid","crdfd_hinhanhid","Uniqueidentifier","True","94","2069","95.7","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_hanno","Hạn nợ","Decimal","True","99","2064","95.4","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_giaiphap","Giải pháp","Picklist","True","116","2047","94.6","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_actinh","Đặc tính","Picklist","True","126","2037","94.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_nhomspchinh","Nhóm sp chính","String","True","134","2029","93.8","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_soluongbaogia","Số lượng báo giá","Integer","True","136","2027","93.7","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_quanhuyen","Quận huyện","String","True","139","2024","93.6","False","🔴 high-null"
"crdfd_supplier","2163","cr1bb_trancongno","Trần công nợ","Integer","True","141","2022","93.5","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_zalogroup","Zalo Group","String","True","143","2020","93.4","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_sonhomspamuatrong2thang","Số nhóm sp đã mua trong 2 tháng","Integer","True","148","2015","93.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_soonhangamuatrong2thang","Số đơn hàng đã mua trong 2 tháng","Integer","True","148","2015","93.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_spaban","SP đã mua","Memo","True","148","2015","93.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_tongtienmuatrong2thang","Tổng tiền mua trong 2 tháng","Decimal","True","148","2015","93.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_tuongquangiasovoithitruong","Tương quan giá so với thị trường","String","True","153","2010","92.9","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_tongquan","Tổng quan","Memo","True","212","1951","90.2","False","🔴 high-null"
"crdfd_supplier","2163","crdfd_tennganhangkhongvat","Tên ngân hàng - Không VAT","String","True","223","1940","89.7","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_nguoithuhuongkhongvat","Người thụ hưởng - Không VAT","String","True","224","1939","89.6","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_stknganhangkhongvat","STK ngân hàng - Không VAT","String","True","226","1937","89.6","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_loai","Mô hình hoạt động","Picklist","True","230","1933","89.4","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_loaihinhkinhdoanh","Loại hình kinh doanh","Picklist","True","236","1927","89.1","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_nguoithuhuong","Người thụ hưởng - VAT","String","True","271","1892","87.5","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_kyxuathoadon","Kỳ xuất hoá đơn","Picklist","True","274","1889","87.3","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_sourcingchanel","Sourcing chanel","Lookup","True","288","1875","86.7","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_kieunhacungcap","Kiểu nhà cung cấp","Picklist","True","292","1871","86.5","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_supplier","2163","crdfd_iemnhacc","Điểm NCC","Decimal","True","333","1830","84.6","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_trangthaiphanloaincc","Supplier Category","Picklist","True","333","1830","84.6","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_nhanvienphutrachnangcap","Nhân viên phụ trách nâng cấp","Lookup","True","346","1817","84","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_chanhxevanchuyen","Chành xe vận chuyển","Lookup","True","350","1813","83.8","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_acc_employee","Nhân viên kế toán","Lookup","True","370","1793","82.9","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_soonhang","Số Đơn Hàng 12 tháng","Integer","True","371","1792","82.8","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_supplierregionfx","Supplier Region fx","String","True","510","1653","76.4","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_location","Location","Lookup","True","510","1653","76.4","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_supplierregion","Supplier Region","Lookup","True","510","1653","76.4","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_warehouse","Warehouse","Lookup","True","510","1653","76.4","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_nccuutien","NCC ưu tiên","Boolean","True","579","1584","73.2","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_supplier","2163","cr1bb_chinhsachcongno","Chính sách công nợ","Lookup","True","604","1559","72.1","False","🟡 mid-null"
"crdfd_supplier","2163","cr1bb_checkcongno","check công nợ","Boolean","True","804","1359","62.8","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_supplier","2163","crdfd_misacode","Misa code","String","True","810","1353","62.6","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_tinh_thanh","Tỉnh/Thành","Lookup","True","851","1312","60.7","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_doithucanhtranh","Đối thủ cạnh tranh","Boolean","True","898","1265","58.5","False","🟡 mid-null"
